Rank,Name,Region,Status,Latitude,Longitude
609,Peter the Great St.Petersburg Polytechnic University,Russian Federation,Public,43.3191251,11.3327841
609,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Malaysia,Public,3.6650076,103.115102
609,University of Ulster,United Kingdom,Public,43.3191251,11.3327841
613,Applied Science University - Bahrain,Bahrain,Private not for Profit,26.1436853,50.6028899
613,City University of New York,United States of America,Public,40.7507849,-73.9736235
613,International Islamic University Malaysia (IIUM),Malaysia,Public,3.727875,103.064529
613,Universidad de Concepción,Chile,Private not for Profit,-36.82960532537,-73.035268809509
613,University of Plymouth,United Kingdom,Public,50.3723681,-4.1385538
618,Christian-Albrechts-Universität zu Kiel,Germany,Public,50.3723681,-4.1385538
618,Dongguk University,Republic of Korea,Private not for Profit,37.558254,127.00015
618,Saint Joseph University of Beirut (USJ),Lebanon,Private not for Profit,35.5121135,33.8804208
618,Zhengzhou University,China (Mainland),Public,34.7472,113.637
622,Umm Al-Qura University,Saudi Arabia,Public,21.4089118,39.8656891
622,University of New Brunswick,Canada,Public,45.9479372,-66.6411038
624,Diponegoro University,Indonesia,Public,-7.0535522,110.4379643
624,Oregon State University,United States of America,Public,45.519208,-122.6780605
624,Universidad del Pais Vasco,Spain,Public,45.9479372,-66.6411038
624,Yeshiva University,United States of America,Private not for Profit,31.768379,35.184947
628,Istanbul University,Türkiye,Public,41.0139849,28.9641766
628,Kazakh National Pedagogical University Abai,Kazakhstan,Public,31.768379,35.184947
628,Missouri University of Science and Technology,United States of America,Public,37.9536,-91.777
628,National Chung Hsing University,Taiwan,Public,24.1196,120.66
628,Universidade de Santiago de Compostela,Spain,Public,42.8885225,-8.5449726
628,University of Crete,Greece,Public,35.3387352,25.1442126
628,University of South Carolina,United States of America,Public,33.9963052,-81.027157
635,Tallinn University of Technology,Estonia,Public,33.9963052,-81.027157
635,Universität des Saarlandes,Germany,Public,33.9963052,-81.027157
635,University of Portsmouth,United Kingdom,Public,50.7954413,-1.092611
638,"Lincoln University College, Malaysia",Malaysia,Private for Profit,49.2550284,7.040975
638,Southern Cross University,Australia,Public,-28.817893382745,153.29780351957
638,Universidad de Zaragoza,Spain,Public,42.1426592,-0.4063333
638,"University of Chemistry and Technology, Prague",Czechia,Public,50.1033658,14.3898869
642,University of Fribourg,Switzerland,Public,50.1033658,14.3898869
643,Abo Akademi University,Finland,Public,60.4509869,22.2776003
643,Inha University,Republic of Korea,Private not for Profit,37.4563,126.705
643,Libera Universita' di Bolzano,Italy,Public,46.8063,7.15174
643,Manchester Metropolitan University,United Kingdom,Public,53.47101089259,-2.2385854550171
643,University of Manitoba,Canada,Public,49.904522,-97.1604833
648,King Faisal University,Saudi Arabia,Public,25.3395054,49.5972342
648,"University of Tromso, The Arctic University of Norway",Norway,Public,49.904522,-97.1604833
650,MGIMO University,Russian Federation,Public,55.6772,37.4944
650,Paris Lodron University of Salzburg,Austria,Public,47.8051,13.0381
650,Universidad de la República (UdelaR),Uruguay,Public,69.58,23.17
650,University of Brescia,Italy,Public,45.5378361,10.2172959
654,China University of Mining and Technology,China (Mainland),Public,34.2598,117.191
654,De La Salle University,Philippines,Private not for Profit,14.5653,120.993
654,Konkuk University,Republic of Korea,Private not for Profit,37.5419717,127.0767285
654,Université de Lille,France,Public,,
654,"University of Agriculture, Faisalabad",Pakistan,Public,31.3907689,72.9919111
654,University of South Florida,United States of America,Public,28.060764552244,-82.414154236523
660,Bar-Ilan University,Israel,Public,32.962145353951,35.497909784317
660,Ca' Foscari University of Venice,Italy,Public,45.434508821408,12.326574325562
660,"Kingston University, London",United Kingdom,Public,51.4032364,-0.3034851
660,Memorial University of Newfoundland,Canada,Public,48.9397149,-57.9363895
664,COMSATS University Islamabad,Pakistan,Public,33.7712872,72.7554104
664,Indian Institute of Technology Hyderabad (IITH),India,Public,17.5947033,78.1231054
664,University of Mumbai,India,Public,19.074447,72.864102
664,University of Oklahoma,United States of America,Public,35.2085041,-97.4456811
668,Birla Institute of Technology and Science,India,Private not for Profit,35.2085041,-97.4456811
668,Chang Gung University,Taiwan,Private not for Profit,25.033424,121.387488
668,Karl-Franzens-Universität Graz,Austria,Public,35.2085041,-97.4456811
668,Lehigh University,United States of America,Private not for Profit,40.6080383,-75.3789708
668,Palacký University in Olomouc,Czechia,Public,35.2085041,-97.4456811
673,East China University of Science and Technology,China (Mainland),Public,31.0536,121.751
673,Stevens Institute of Technology,United States of America,Private not for Profit,40.74485,-74.023957
673,Technische Universität Dortmund,Germany,Public,49.5954268,17.2600153
676,Beirut Arab University,Lebanon,Private not for Profit,33.8728994,35.4969011
676,Jadavpur University,India,Public,22.4936812,88.3692655
678,American University in Dubai,United Arab Emirates,Private for Profit,25.0908635,55.1564392
678,University of Haifa,Israel,Public,32.7938,35.0282
680,HUFS - Hankuk (Korea) University of Foreign Studies,Republic of Korea,Private not for Profit,37.5976171,127.0582192
680,Nanjing University of Aeronautics and Astronautics,China (Mainland),Public,32.0584,118.796
680,Ritsumeikan University,Japan,Private not for Profit,35.0092319,135.7422032
680,University of Brawijaya,Indonesia,Public,32.7938,35.0282
684,Comenius University Bratislava,Slovakia,Public,48.1411987,17.1158973
684,Ton Duc Thang University,Viet Nam,Public,10.7455781,106.7010799
686,China University of Petroleum,China (Mainland),Public,10.7455781,106.7010799
686,Cyprus University of Technology,Cyprus,Public,34.7071301,33.0226174
688,Baku State University,Azerbaijan,Public,40.3772729,49.8116509
688,Tomsk Polytechnic University,Russian Federation,Public,34.7071301,33.0226174
688,Université Côte d’Azur,France,Public,34.7071301,33.0226174
691,Eastern Mediterranean University,Northern Cyprus,Public,35.1423793,33.9116479
691,Universidade Federal do Rio Grande Do Sul,Brazil,Public,-30.0338411,-51.2185702
691,Universität Regensburg,Germany,Public,48.9882219,12.1020638
691,"Vellore Institute of Technology (VIT), Vellore, India",India,Private not for Profit,12.971743,79.1594165
695,Rensselaer Polytechnic Institute,United States of America,Private not for Profit,42.729185,-73.6790385
696,Symbiosis International (Deemed University),India,Private not for Profit,18.5235122,73.8295213
696,TUHH Hamburg University of Technology,Germany,,53.4635575,9.9696314
697,Ankara Üniversitesi,Türkiye,Public,39.927777,32.873518
697,Beijing University of Chemical Technology,China (Mainland),Public,39.9428,116.304
697,Kazakh National Agrarian University,Kazakhstan,Public,18.5235122,73.8295213
697,Tokyo Medical and Dental University,Japan,Public,18.5235122,73.8295213
697,Universidad de Alcalá,Spain,Public,18.5235122,73.8295213
697,University of Klagenfurt,Austria,Public,46.6159,14.265
697,"University of Missouri, Columbia",United States of America,Public,38.9452394,-92.3291315
701-710,Jeonbuk National University (formerly known as Chonbuk National University),Republic of Korea,Public,43.2392433,76.8932086
701-710,Kasetsart University,Thailand,Public,13.8432,100.571
701-710,"Lingnan University, Hong Kong","Hong Kong SAR, China",Public,22.410201220192,113.98322816456
701-710,Nanjing University of Science and Technology,China (Mainland),Public,32.2072,118.722
701-710,Shiraz University,Iran (Islamic Republic of),Public,29.6406,52.5245
701-710,Universidad Panamericana (UP),Mexico,Private not for Profit,19.372925,-99.1839134
701-710,University of Central Florida,United States of America,Public,28.6030138,-81.1986503
701-710,University of Zagreb,Croatia,Public,45.8107028,15.9698027
711-720,Asia University Taiwan,Taiwan,Private for Profit,24.04975599723,120.68618774414
711-720,Budapest University of Technology and Economics,Hungary,Public,47.4816,19.0559
711-720,Drexel University,United States of America,Private not for Profit,39.9567097,-75.1647479
711-720,"Goldsmiths, University of London",United Kingdom,Public,51.4741132,-0.0357009
711-720,ISCTE - Instituto Universitario de Lisboa,Portugal,Public,19.372925,-99.1839134
711-720,ITMO University,Russian Federation,Public,59.944134,30.29544
711-720,Technische Universität Braunschweig,Germany,Public,52.2739873,10.5289182
711-720,Toronto Metropolitan University (formerly Ryerson University),Canada,Public,43.6576585,-79.3788017
711-720,Universität Hohenheim,Germany,Public,19.372925,-99.1839134
711-720,Université de Rennes 1,France,Public,48.1165,-1.67689
711-720,University of Nebraska - Lincoln,United States of America,Public,40.817663,-96.7000371
721-730,National University of Science and Technology MISiS,Russian Federation,Public,43.6576585,-79.3788017
721-730,National University of Uzbekistan,Uzbekistan,Public,43.6576585,-79.3788017
721-730,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,Public,33.649398,73.241596
721-730,Prince Sattam Bin Abdulaziz University,Saudi Arabia,Public,24.1532384,47.2718009
721-730,Taras Shevchenko National University of Kyiv,Ukraine,Public,50.388806,30.480493
721-730,Temple University,United States of America,Public,39.9803512,-75.1570681
721-730,University of Cincinnati,United States of America,Public,39.1616,-84.4569
721-730,University of Patras,Greece,Public,38.6138891,21.4159614
721-730,UWE Bristol (University of the West of England),United Kingdom,Public,51.4999,-2.5457
731-740,Auezov South Kazakhstan State University (SKSU),Kazakhstan,Public,39.1616,-84.4569
731-740,Far Eastern Federal University,Russian Federation,Public,43.117151,131.89247
731-740,National Institute of Technology Tiruchirappalli,India,Public,39.1616,-84.4569
731-740,Princess Nourah bint Abdulrahman University,Saudi Arabia,Public,24.8466526,46.7255186
731-740,SEGi University,Malaysia,Private for Profit,39.1616,-84.4569
731-740,"Sofia University ""St. Kliment Ohridski""",Bulgaria,Public,42.6935079,23.3347928
731-740,Texas Tech University,United States of America,Public,33.5834429,-101.8747218
731-740,Universidad Central de Venezuela - UCV,Venezuela (Bolivarian Republic of),Public,39.1616,-84.4569
731-740,Université de Tunis El Manar,Tunisia,Public,36.797731,10.1843523
731-740,Yildiz Technical University,Türkiye,Public,41.0250455,28.8917187
741-750,Aberystwyth University,United Kingdom,Public,52.4177914,-4.0638842
741-750,Adam Mickiewicz University,Poland,Public,10.4907451,-66.8904945
741-750,Brandeis University,United States of America,Private not for Profit,42.3677767,-71.2577821
741-750,Kaunas University of Technology,Lithuania,Public,54.8989,23.9126
741-750,Plekhanov Russian University of Economics,Russian Federation,Public,55.7274,37.628
741-750,Shahid Beheshti University (SBU),Iran (Islamic Republic of),Public,35.7955657,51.3980207
741-750,Syracuse University,United States of America,Private not for Profit,43.0400954,-76.1371818
741-750,The Catholic University of Korea,Republic of Korea,Private not for Profit,37.500397430678,127.00592493918
741-750,University of Baghdad,Iraq,Public,33.273678601685,44.377527109909
741-750,University of Malta,Malta,Public,35.8997476,14.4869281
741-750,University of Messina,Italy,Public,10.4907451,-66.8904945
741-750,University of Pecs,Hungary,Public,46.073769077382,18.238359978882
741-750,Victoria University,Australia,Public,-37.7933043,144.8964973
741-750,Vytautas Magnus University,Lithuania,Public,54.879455,23.8307707
751-760,Martin-Luther-Universität Halle-Wittenberg,Germany,Public,51.4863,11.9683
751-760,Université de Lorraine,France,Public,48.6962743,6.1764664
751-760,University of New Mexico,United States of America,Public,35.083714086302,-106.6196137619
751-760,University of Oregon,United States of America,Public,44.044846958252,-123.07240370583
751-760,University of Trieste,Italy,Public,45.6606,13.7931
761-770,Al-Ahliyya Amman University,Jordan,Private not for Profit,32.046797,35.779745
761-770,Babes-Bolyai University,Romania,Public,46.7772,23.5999
761-770,Bangladesh University of Engineering and Technology,Bangladesh,Public,23.7267,90.3928
761-770,Czech University of Life Sciences in Prague,Czechia,Public,50.129994,14.373598
761-770,"Government College University, Faisalabad",Pakistan,Public,,
761-770,"Jamia Millia Islamia, New Delhi",India,Public,45.6606,13.7931
761-770,Khoja Akhmet Yassawi International Kazakh-Turkish University,Kazakhstan,Public,43.5161759,68.5090257
761-770,New Jersey Institute of Technology (NJIT),United States of America,Public,40.7428189,-74.1770705
761-770,Riga Technical University,Latvia,Public,56.9472011,24.1051693
761-770,University of Belgrade,Serbia,Public,44.786568,20.4489216
761-770,University of Bucharest,Romania,Public,44.4353205,26.0821207
761-770,University of Nizwa,Oman,Private not for Profit,22.9105559,57.6729508
761-770,"Vietnam National University, Hanoi",Viet Nam,Public,21.0376713,105.7816301
771-780,Holy Spirit University of Kaslik,Lebanon,Private not for Profit,33.9877002,35.6389244
771-780,Philipps-Universität Marburg,Germany,Public,51.8385,8.24137
771-780,Rovira i Virgili University,Spain,Public,56.9472011,24.1051693
771-780,Rutgers University - Newark,United States of America,Public,56.9472011,24.1051693
771-780,Thapar Institute of Engineering & Technology,India,Public,30.3529716,76.3710378
771-780,Universidad de Palermo,Argentina,Private not for Profit,56.9472011,24.1051693
771-780,University of Calcutta,India,Public,22.5202815,88.3630541
771-780,University of Maynooth,Ireland,Public,56.9472011,24.1051693
781-790,Alexandria University,Egypt,Public,31.2105,29.9131
781-790,Carleton University,Canada,Public,45.3874739,-75.6959848
781-790,Georgia State University,United States of America,Public,33.7531,84.3853
781-790,Hong Kong Metropolitan University,"Hong Kong SAR, China",,22.3162171,114.1804755
781-790,Kuwait University,Kuwait,Public,29.375859,47.9774052
781-790,Technological University of Dublin,Ireland,Public,-34.6036844,-58.3815591
781-790,Universidad de Alicante,Spain,Public,-34.6036844,-58.3815591
781-790,Universidad de Antioquia,Colombia,Public,6.232,-75.568
781-790,Universidad del Rosario,Colombia,Private not for Profit,4.6000788,-74.0732928
781-790,"Universidade Católica Portuguesa, UCP",Portugal,Private not for Profit,-34.6036844,-58.3815591
781-790,University of Kentucky,United States of America,Public,38.030499394736,-84.50674440852
781-790,University of Mons,Belgium,Public,50.458734194499,3.9523911767212
781-790,V.N. Karazin Kharkiv National University,Ukraine,Public,-34.6036844,-58.3815591
781-790,Wayne State University,United States of America,Public,42.3591388,-83.0665462
791-800,Applied Science Private University - Jordan,Jordan,Private for Profit,32.0400076,35.9003989
791-800,Beijing University of Technology,China (Mainland),Public,39.9306,116.208
791-800,Chiba University,Japan,Public,35.6062529,140.1286076
791-800,Lanzhou University,China (Mainland),Public,36.0461,103.8599
791-800,Norwegian University of Life Sciences (UMB),Norway,,4.6000788,-74.0732928
791-800,Pontificia Universidad Católica de Valparaíso,Chile,Private not for Profit,-33.047238,-71.6126885
791-800,Universiti Tunku Abdul Rahman (UTAR),Malaysia,Private not for Profit,4.3400673,101.1429799
791-800,Wake Forest University,United States of America,Private not for Profit,36.133596735698,-80.2778649
801-850,AGH University of Krakow,Poland,Public,50.0645191,19.9236397
801-850,Ahlia University,Bahrain,Private not for Profit,26.2285161,50.5860497
801-850,Alfaisal University,Saudi Arabia,Private not for Profit,24.6643015,46.6759664
801-850,Azerbaijan State University of Economics,Azerbaijan,Public,40.4045708,49.8592315
801-850,Bournemouth University,United Kingdom,Public,50.7223256,-1.8644322
801-850,De Montfort University,United Kingdom,Public,52.6298007,-1.1396424
801-850,Donghua University,China (Mainland),Public,31.0568,121.216
801-850,Gdansk University of Technology,Poland,Public,36.0461,103.8599
801-850,German Jordanian University,Jordan,Public,31.9543786,35.9105776
801-850,IIT Gandhinagar,India,Public,36.0461,103.8599
801-850,Instituto Tecnológico Autonomo de México (ITAM),Mexico,Private not for Profit,36.0461,103.8599
801-850,Keele University,United Kingdom,Public,53.0006065,-2.2128043
801-850,Middlesex University,United Kingdom,Public,51.5878396,-0.2290354
801-850,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",Ukraine,Public,50.4493,30.4607
801-850,Northwest Agriculture and Forestry University,China (Mainland),Public,34.262405,108.07571
801-850,Ocean University of China,China (Mainland),Public,36.0688126,120.3935803
801-850,Perugia University,Italy,Public,36.0461,103.8599
801-850,Politecnico di Bari,Italy,Public,41.1084,16.8822
801-850,Qassim University,Saudi Arabia,Public,26.3488806,43.7668031
801-850,Soochow University,China (Mainland),Public,31.2978,120.586
801-850,"The New School, New York City and Paris",United States of America,Private not for Profit,36.0461,103.8599
801-850,Tokyo University of Science (RIKADAI),Japan,Private not for Profit,36.0461,103.8599
801-850,Universidad de la Habana,Cuba,Public,36.0461,103.8599
801-850,Universidad de Montevideo,Uruguay,Private not for Profit,36.0461,103.8599
801-850,Universidad de San Francisco de Quito,Ecuador,Private not for Profit,36.0461,103.8599
801-850,Universidade de Brasilia (UnB),Brazil,Public,36.0461,103.8599
801-850,Universidade Federal de Santa Catarina,Brazil,Public,-28.9453109,-49.4908151
801-850,Universidade Federal de São Paulo (UNIFESP),Brazil,Public,36.0461,103.8599
801-850,Universita' degli studi di Salerno,Italy,Public,36.0461,103.8599
801-850,Universita' Politecnica delle Marche - UNIVPM,Italy,Public,36.0461,103.8599
801-850,Università  degli Studi di Palermo,Italy,Public,36.0461,103.8599
801-850,Universität Duisburg-Essen,Germany,Public,51.428123,6.8012774
801-850,Universiti Malaysia Terengganu (UMT),Malaysia,Public,5.42651,103.056
801-850,University of Bari,Italy,Public,41.1202,16.8754
801-850,University of Brighton,United Kingdom,Public,50.8459249,-0.1187665
801-850,University of Engineering & Technology (UET) Lahore,Pakistan,Public,31.4187142,73.0791073
801-850,University of Greenwich,United Kingdom,Public,51.4933675,0.0098214
801-850,University of Hyderabad,India,Public,17.452185,78.3418274
801-850,University of Latvia,Latvia,Public,56.9508098,24.1163132
801-850,University of Lincoln,United Kingdom,Public,53.2285,-0.5479
801-850,"University of Maryland, Baltimore",United States of America,Public,39.2917241,-76.62489
801-850,"University of Maryland, Baltimore County",United States of America,Public,39.0941223,-77.2018468
801-850,University of Modena and Reggio Emilia,Italy,Public,44.6639,10.9144
801-850,University of Namur,Belgium,,50.4662247,4.8605118
801-850,University of Ulsan,Republic of Korea,Private not for Profit,35.5384,129.311
801-850,University of Westminster,United Kingdom,Public,51.5209347,-0.1400932
801-850,University of Wroclaw,Poland,Public,51.1074,17.063
801-850,Vietnam National University - Ho Chi Minh City (VNU-HCM),Viet Nam,Public,36.0461,103.8599
801-850,Zurich University of Applied Sciences (ZHAW),Switzerland,,47.5023233,8.7258891
851-900,Addis Ababa University,Ethiopia,,8.9806034,38.7577605
851-900,Altai State University,Russian Federation,Public,53.3394068,83.7787237
851-900,Auburn University,United States of America,Public,32.6037082,-85.483458
851-900,Australian Catholic University,Australia,Public,-34.9199,138.57
851-900,Azerbaijan State Oil and Industry University,Azerbaijan,Public,40.3794803,49.8527463
851-900,Azerbaijan Technical University,Azerbaijan,,40.3701006,49.8154458
851-900,Beijing Jiaotong University,China (Mainland),Public,39.949,116.345
851-900,Belarusian National Technical University,Belarus,Public,43.1163,12.3875
851-900,BINUS UNIVERSITY (Bina Nusantara University),Indonesia,Private for Profit,43.1163,12.3875
851-900,Catania University,Italy,Public,37.5038,15.0873
851-900,China University of Geosciences,China (Mainland),Public,30.5269,114.401
851-900,Chungnam National University,Republic of Korea,Public,36.3504,127.385
851-900,Dhofar University,Oman,Private not for Profit,17.0896277,54.1458476
851-900,Edinburgh Napier University,United Kingdom,Public,55.9181,-3.24009
851-900,Effat University,Saudi Arabia,Private not for Profit,21.4817397,39.2129572
851-900,European University of Lefke (EUL),Northern Cyprus,Public,43.1163,12.3875
851-900,I.M. Sechenov First Moscow State Medical University,Russian Federation,Public,43.1163,12.3875
851-900,Imam Muhammad Ibn Saud Islamic University - IMSIU,Saudi Arabia,Public,43.1163,12.3875
851-900,Instituto Politécnico Nacional (IPN),Mexico,Public,19.5006424,-99.1410343
851-900,Jiangnan University,China (Mainland),Public,31.5708,120.228
851-900,Liverpool John Moores University,United Kingdom,Public,53.4811053,-3.0234025
851-900,Louisiana State University,United States of America,Public,31.1586398,-92.4151403
851-900,Manipal Academy of Higher Education - Manipal University (MAHE),India,Private not for Profit,43.1163,12.3875
851-900,Mendel University in Brno,Czechia,Public,49.2102093,16.6158824
851-900,Multimedia University (MMU),Malaysia,Private for Profit,2.92546,101.642
851-900,Nantes University,France,Public,43.1163,12.3875
851-900,O. P. Jindal Global University (JGU),India,Private not for Profit,43.1163,12.3875
851-900,Oklahoma State University,United States of America,Public,35.4749343,-97.5818736
851-900,Prince of Songkla University,Thailand,Public,7.01192,100.495
851-900,Tokyo University of Agriculture and Technology,Japan,Public,35.68419,139.48115
851-900,Universidad Anahuac,Mexico,Private not for Profit,43.1163,12.3875
851-900,Universidad Nacional de Córdoba,Argentina,Public,43.1163,12.3875
851-900,Universidade de Vigo,Spain,Public,42.1704587,-8.6824997
851-900,Universita' degli Studi della Tuscia,Italy,Public,43.1163,12.3875
851-900,Universität Düsseldorf,Germany,Public,43.1163,12.3875
851-900,Universität Rostock,Germany,Public,54.0877,12.1254
851-900,Université de Franche-Comté,France,Public,47.2412,6.02557
851-900,Université du Québec,Canada,Public,46.8136,-71.2227
