Rank,Name,Region,Status,Latitude,Longitude
1201-1400,University of Sarajevo,Bosnia and Herzegovina,Public,43.8562586,18.4130763
1201-1400,University of Silesia in Katowice,Poland,Public,50.26076988813,19.028351984161
1201-1400,University of South Alabama (USA),United States of America,Public,30.6953657,-88.0398912
1201-1400,University of Split,Croatia,Public,43.511062045043,16.4671577
1201-1400,University of Texas El Paso,United States of America,Public,31.7708544,-106.5046216
1201-1400,University of Tyumen,Russian Federation,Public,57.1594174,65.5314709
1201-1400,University of Wisconsin Milwaukee,United States of America,Public,43.078122827159,-87.88210864949
1201-1400,University POLITEHNICA of Bucharest,Romania,Public,44.438889556538,26.049324304199
1201-1400,University Toulouse – Jean Jaurès,France,Public,24.9721514,121.2053963
1201-1400,West University of Timisoara,Romania,Public,24.9721514,121.2053963
1201-1400,Western Michigan University,United States of America,Public,42.2826709,-85.6146739
1201-1400,Yessenov University,Kazakhstan,Public,43.681507087338,51.169288380981
1201-1400,Zagazig University,Egypt,Public,30.5837,31.5072
1201-1400,Zarqa University,Jordan,Private not for Profit,24.9721514,121.2053963
1401+,Akdeniz Üniversitesi,Türkiye,Public,36.8926,30.6638
1401+,American International University-Bangladesh (AIUB),Bangladesh,Private not for Profit,23.8221242,90.4274063
1401+,Anadolu University,Türkiye,Public,38.963745,35.243322
1401+,Aoyama Gakuin University,Japan,Private not for Profit,35.6604069,139.7095165
1401+,Aswan University,Egypt,Public,24.1008642,32.9202584
1401+,Atma Jaya Catholic University Indonesia,Indonesia,Private for Profit,,
1401+,Belarusian State University of Informatics and Radioelectronics,Belarus,Public,53.9177297,27.5949901
1401+,Belgorod State University,Russian Federation,Public,,
1401+,Benha University,Egypt,Public,,
1401+,Central Michigan University,United States of America,Public,43.5709,-84.7795
1401+,Chaoyang University of Technology,Taiwan,Private for Profit,24.1427702,120.6944233
1401+,Chittagong University of Engineering and Technology,Bangladesh,Public,22.3304,91.8252
1401+,"CHRIST (Deemed to be University), Bengaluru",India,Private not for Profit,12.8724587,77.5939058
1401+,Cleveland State University,United States of America,Public,41.5033,-81.6734
1401+,East West University,Bangladesh,Private not for Profit,20.7345,78.6684
1401+,Escuela Politécnica Nacional,Ecuador,Public,-0.1806532,-78.4678382
1401+,Harper Adams University,United Kingdom,Public,52.7794512,-2.4271346
1401+,Herzen State Pedagogical University of Russia,Russian Federation,Public,,
1401+,Hongik University,Republic of Korea,Private for Profit,37.5665,126.978
1401+,Hue University,Viet Nam,Public,16.4587879,107.581325
1401+,"Independent University,Bangladesh",Bangladesh,Private not for Profit,,
1401+,Indian Institute of Information Technology - Allahabad,India,Public,,
1401+,Islamic University of Indonesia (Universitas Islam Indonesia),Indonesia,Private not for Profit,,
1401+,Istanbul Bilgi Üniversitesi,Türkiye,Private not for Profit,41.0670649,28.9463724
1401+,Jadara University,Jordan,Private not for Profit,32.4223616,35.9468159
1401+,"Jamia Hamdard, New Delhi",India,Public,,
1401+,Kazan National Research Technological University,Russian Federation,Public,54.5433956,52.8011101
1401+,Khulna University,Bangladesh,,22.8213519,89.5602787
1401+,Khulna University of Engineering and Technology,Bangladesh,Public,22.9006,89.5014
1401+,Kindai University (previously Kinki University),Japan,Private for Profit,,
1401+,Lublin University of Technology,Poland,Public,51.2356257,22.5503294
1401+,M. Kozybayev North Kazakhstan University,Kazakhstan,Public,,
1401+,Mahasarakham University,Thailand,Public,16.2458709,103.2434414
1401+,Manav Rachna International Institute of Research and Studies (MRIIRS),India,Private for Profit,28.449439899207,77.28406505582
1401+,Mapua University,Philippines,Private for Profit,,
1401+,Mendeleev University of Chemical Technology of Russia,Russian Federation,Public,,
1401+,Naresuan University,Thailand,Public,16.7518,100.187
1401+,National Taipei University,Taiwan,Public,,
1401+,Nile University,Egypt,Private not for Profit,30.010610412829,30.986765474081
1401+,Pavlodar State University named after Toraighyrov,Kazakhstan,Public,,
1401+,Perm State University,Russian Federation,Public,,
1401+,Petra Christian University,Indonesia,Private for Profit,-7.3389649,112.736091
1401+,Pontificia Universidad Catolica Madre y Maestra (PUCMM),Dominican Republic,Private not for Profit,,
1401+,Rajshahi University of Engineering and Technology,Bangladesh,,24.3635747,88.6283605
1401+,Rikkyo University,Japan,Private for Profit,35.7303,139.703
1401+,Sakarya University,Türkiye,Public,40.742033,30.332731
1401+,San Francisco State University,United States of America,,36.778261,-119.4179324
1401+,"Shakarim University of the City of Semey, Kazakhstan",Kazakhstan,Public,50.4233463,80.250811
1401+,Shanghai Normal University,China (Mainland),Public,31.2292,121.405
1401+,Silpakorn University,Thailand,Public,12.7994866,99.9669212
1401+,Soka University,Japan,Private not for Profit,,
1401+,Soongsil University,Republic of Korea,Private for Profit,37.496340419322,126.95740936301
1401+,State University Malang (Universitas Negeri Malang),Indonesia,Public,,
1401+,Stefan cel Mare University of Suceava,Romania,Public,47.6514,26.2556
1401+,Suez Canal University,Egypt,Public,30.6229541,32.2690689
1401+,Tashkent University of Information Technologies,Uzbekistan,Public,,
1401+,"The Islamia University of Bahawalpur,Pakistan",Pakistan,Public,29.3982,71.6914
1401+,Tongmyong University,Republic of Korea,,35.1796,129.076
1401+,Universidad Autónoma de Baja California,Mexico,Public,31.8657295,-116.6631993
1401+,Universidad Autónoma de Chile,Chile,Private not for Profit,,
1401+,Universidad Católica de Temuco,Chile,Private not for Profit,-38.737,-72.6003
1401+,Universidad de Cuenca,Ecuador,Public,-2.8961588,-79.0011588
1401+,Universidad de Guanajuato,Mexico,Public,20.4916858,-100.8387974
1401+,Universidad de Panama,Panama,Public,,
1401+,Universidad de Piura,Peru,Private not for Profit,-5.1816556,-80.631319
1401+,Universidad de Tarapaca,Chile,Public,-18.4874,-70.3222
1401+,Universidad del Bio-Bio,Chile,Public,,
1401+,Universidad del Zulia,Venezuela (Bolivarian Republic of),Public,10.645,-71.6372
1401+,Universidad La Salle (ULSA),Mexico,Private for Profit,,
1401+,Universidad Latinoamericana de Ciencia y Tecnología Costa Rica (ULACIT),Costa Rica,Private not for Profit,,
1401+,Universidad Metropolitana,Venezuela (Bolivarian Republic of),Private not for Profit,10.496,-66.8983
1401+,Universidad Nacional Agraria la Molina,Peru,Public,-12.0860896,-76.9093235
1401+,Universidad Nacional de San Martín (UNSAM),Argentina,Public,-34.6052222,-58.3783914
1401+,Universidad Nacional del Sur,Argentina,Public,35.20105,-91.8318334
1401+,Universidad Tecnológica Centroamericana (UNITEC) - Honduras,Honduras,Private not for Profit,,
1401+,Universidade Federal de Uberlândia,Brazil,Public,-18.9081816,-48.2643212
1401+,Universidade Federal do Rio Grande Do Norte,Brazil,Public,,
1401+,Università degli studi di Bergamo,Italy,Public,45.7044,9.66037
1401+,Universitas Andalas,Indonesia,Public,-0.914444,100.463
1401+,Universitas Negeri Padang,Indonesia,Public,-0.95373,100.352
1401+,Universitas Syiah Kuala,Indonesia,Public,5.54618,95.3191
1401+,Universiti Sultan Zainal Abidin,Malaysia,Public,5.40296,103.082
1401+,University of Da Nang,Viet Nam,Public,16.0710152,108.2198345
1401+,University of Hawaii at Hilo,United States of America,,19.6946,-155.082
1401+,University of Missouri Saint Louis,United States of America,Public,37.9642529,-91.8318334
1401+,University of Moratuwa,Sri Lanka,Public,6.79688,79.9018
1401+,University of Oradea,Romania,Public,47.0579,21.9415
1401+,University of Sri Jayewardenepura,Sri Lanka,Public,,
1401+,University of the Pacific,United States of America,Private not for Profit,38.54914,-121.472337
1401+,University of Tripoli,Libya,Public,32.8478148,13.2230676
1401+,University of West Bohemia,Czechia,Public,49.8656,13.5698
1401+,Voronezh State University,Russian Federation,Public,51.3615985,42.0748524
1401+,Walailak University,Thailand,Public,8.64137,99.9031
1401+,Yamaguchi University,Japan,Public,34.1485756,131.4678693
1401+,Youngsan University,Republic of Korea,Private for Profit,35.2293865,129.1615492
